1	1
2	2.5
3	4.33333
4	4
5	4
6	3.5
7	3.42857
8	3.125
9	3.33333
10	3.2
11	3.63636
12	3.41667
13	3.61538
14	3.57143
15	3.8
16	3.6875
17	3.58824
18	3.66667
19	3.63158
20	3.65
21	3.66667
22	3.77273
23	3.65217
24	3.75
25	3.76
26	3.65385
27	3.59259
28	3.71429
29	3.86207
30	4
31	4.06452
32	4.1875
33	4.15152
34	4.17647
35	4.11429
36	4.19444
37	4.21622
38	4.21053
39	4.28205
40	4.2
41	4.21951
42	4.2619
43	4.2093
44	4.18182
45	4.11111
46	4.19565
47	4.19149
48	4.14583
49	4.16327
50	4.22
51	4.23529
52	4.30769
53	4.30189
54	4.31481
55	4.34545
56	4.41071
57	4.42105
58	4.46552
59	4.49153
60	4.48333
61	4.5082
62	4.48387
63	4.46032
64	4.40625
65	4.46154
66	4.45455
67	4.49254
68	4.48529
69	4.53623
70	4.54286
71	4.5493
72	4.54167
73	4.50685
74	4.52703
75	4.54667
76	4.51316
77	4.51948
78	4.48718
79	4.46835
80	4.425
81	4.46914
82	4.5122
83	4.46988
84	4.45238
85	4.44706
86	4.46512
87	4.43678
88	4.39773
89	4.39326
90	4.42222
91	4.41758
92	4.38043
93	4.35484
94	4.38298
95	4.34737
96	4.3125
97	4.28866
98	4.31633
99	4.31313
100	4.28
101	4.26733
102	4.30392
103	4.31068
104	4.31731
105	4.32381
106	4.30189
107	4.31776
108	4.2963
109	4.2844
110	4.25455
111	4.23423
112	4.21429
113	4.24779
114	4.22807
115	4.23478
116	4.22414
117	4.24786
118	4.26271
119	4.2521
120	4.23333
121	4.23967
122	4.2623
123	4.25203
124	4.26613
125	4.272
126	4.2619
127	4.27559
128	4.28906
129	4.27132
130	4.24615
131	4.26718
132	4.26515
133	4.2406
134	4.23134
135	4.25926
136	4.26471
137	4.26277
138	4.27536
139	4.28777
140	4.30714
141	4.31915
142	4.34507
143	4.37063
144	4.375
145	4.35172
146	4.34932
147	4.36735
148	4.39189
149	4.37584
150	4.36
151	4.33775
152	4.34868
153	4.37255
154	4.36364
155	4.35484
156	4.35256
157	4.36306
158	4.38608
159	4.36478
160	4.38125
161	4.40373
162	4.41975
163	4.40491
164	4.42683
165	4.40606
166	4.39157
167	4.39521
168	4.39881
169	4.4142
170	4.4
171	4.39181
172	4.38953
173	4.36994
174	4.35632
175	4.37714
176	4.36364
177	4.37288
178	4.38202
179	4.36313
180	4.37778
181	4.39227
182	4.37363
183	4.37158
184	4.38043
185	4.37838
186	4.3871
187	4.36898
188	4.35106
189	4.3545
190	4.34211
191	4.35602
192	4.35417
193	4.37306
194	4.39175
195	4.38974
196	4.37245
197	4.35533
198	4.37374
199	4.37688
200	4.39
201	4.37313
202	4.38614
203	4.37438
204	4.36275
205	4.38049
206	4.36408
207	4.35749
208	4.36058
209	4.37321
210	4.36667
211	4.36019
212	4.36321
213	4.35681
214	4.36449
215	4.35814
216	4.36574
217	4.35945
218	4.35321
219	4.36073
220	4.37273
221	4.37104
222	4.36937
223	4.36323
224	4.36161
225	4.36
226	4.36726
227	4.36564
228	4.36404
229	4.36681
230	4.38261
231	4.37662
232	4.37931
233	4.38627
234	4.38462
235	4.39149
236	4.39407
237	4.39662
238	4.41176
239	4.40167
240	4.39583
241	4.38589
242	4.3843
243	4.39506
244	4.39754
245	4.38776
246	4.37398
247	4.36437
248	4.3629
249	4.36145
250	4.376
251	4.37052
252	4.38095
253	4.37549
254	4.37795
255	4.36863
256	4.375
257	4.36576
258	4.36822
259	4.35907
260	4.36538
261	4.36398
262	4.3626
263	4.35361
264	4.34091
265	4.35094
266	4.36466
267	4.37079
268	4.36567
269	4.37546
270	4.38519
271	4.38745
272	4.375
273	4.3663
274	4.36496
275	4.36727
276	4.36232
277	4.36101
278	4.36691
279	4.37634
280	4.38571
281	4.3879
282	4.37589
283	4.38163
284	4.39437
285	4.39649
286	4.40559
287	4.40767
288	4.41319
289	4.41176
290	4.41724
291	4.41237
292	4.42123
293	4.40956
294	4.40816
295	4.42034
296	4.43243
297	4.42761
298	4.42953
299	4.4214
300	4.41333
301	4.40864
302	4.41722
303	4.40924
304	4.40789
305	4.4
306	4.40523
307	4.41368
308	4.41558
309	4.411
310	4.4129
311	4.41158
312	4.42308
313	4.42492
314	4.41401
315	4.42222
316	4.41139
317	4.41956
318	4.41509
319	4.42006
320	4.4125
321	4.40187
322	4.41304
323	4.40248
324	4.39198
325	4.38769
326	4.39877
327	4.40979
328	4.41463
329	4.41337
330	4.40606
331	4.4139
332	4.41867
333	4.42943
334	4.44012
335	4.42985
336	4.41964
337	4.42136
338	4.42899
339	4.43068
340	4.43824
341	4.43402
342	4.44444
343	4.44898
344	4.4564
345	4.46667
346	4.46532
347	4.47262
348	4.47989
349	4.48711
350	4.48571
351	4.49573
352	4.50284
353	4.49858
354	4.50847
355	4.51549
356	4.51966
357	4.52661
358	4.53352
359	4.52925
360	4.52222
361	4.53186
362	4.5221
363	4.52893
364	4.53571
365	4.54521
366	4.55464
367	4.56131
368	4.55978
369	4.56369
370	4.55946
371	4.55256
372	4.54301
373	4.53887
374	4.54813
375	4.55467
376	4.54787
377	4.54377
378	4.54762
379	4.55673
380	4.54737
381	4.53806
382	4.54712
383	4.55352
384	4.55208
385	4.55844
386	4.56218
387	4.55297
388	4.5567
389	4.55527
390	4.55128
391	4.55754
392	4.55357
393	4.54962
394	4.5533
395	4.5443
396	4.53788
397	4.53904
398	4.54523
399	4.54637
400	4.54
401	4.53117
402	4.53483
403	4.52854
404	4.52475
405	4.52593
406	4.51724
407	4.51843
408	4.52696
409	4.53056
410	4.52927
411	4.53771
412	4.54126
413	4.53753
414	4.54348
415	4.53494
416	4.52885
417	4.52758
418	4.51914
419	4.52506
420	4.53095
421	4.52732
422	4.52844
423	4.52009
424	4.52123
425	4.51529
426	4.50704
427	4.51054
428	4.51402
429	4.51981
430	4.51395
431	4.52204
432	4.52778
433	4.5358
434	4.52765
435	4.52184
436	4.52064
437	4.51259
438	4.51598
439	4.51253
440	4.51591
441	4.50794
442	4.50452
443	4.50339
444	4.50225
445	4.49438
446	4.49327
447	4.49441
448	4.4933
449	4.49443
450	4.49111
451	4.48559
452	4.49115
453	4.49669
454	4.49119
455	4.49011
456	4.48246
457	4.47702
458	4.46943
459	4.47277
460	4.48043
461	4.47722
462	4.47835
463	4.48164
464	4.47629
465	4.47957
466	4.48498
467	4.48608
468	4.48932
469	4.48827
470	4.49574
471	4.49469
472	4.49576
473	4.49049
474	4.49578
475	4.50316
476	4.4979
477	4.49266
478	4.49163
479	4.49269
480	4.49583
481	4.49896
482	4.50207
483	4.50311
484	4.50207
485	4.50722
486	4.5144
487	4.51335
488	4.52049
489	4.52761
490	4.52245
491	4.52749
492	4.52236
493	4.52535
494	4.52429
495	4.52121
496	4.51815
497	4.51509
498	4.52209
499	4.51503
500	4.518
501	4.52295
502	4.52191
503	4.5169
504	4.52381
505	4.51881
506	4.51186
507	4.50493
508	4.50197
509	4.50098
510	4.50196
511	4.49511
512	4.48828
513	4.48343
514	4.48444
515	4.48544
516	4.49225
517	4.4913
518	4.49807
519	4.50289
520	4.5
521	4.49328
522	4.49425
523	4.49522
524	4.5
525	4.50667
526	4.51141
527	4.50474
528	4.5
529	4.50284
530	4.49623
531	4.50282
532	4.50188
533	4.50094
534	4.49438
535	4.49159
536	4.49254
537	4.4879
